syn_head_id	syn_rel_id	syn_tail_id
40607	3	37715
40607	3	43368
40607	3	47358
40608	3	43054
40657	3	40658
40803	3	42746
41042	3	36333
41042	3	40039
41574	3	37051
41776	3	37495
41884	3	42747
42319	3	42320
42319	3	46198
42327	3	41698
42363	3	41938
42363	3	44044
42363	3	45736
42363	3	47205
42464	3	70809
42517	3	69625
42518	3	46948
42688	3	40774
42688	3	42073
42765	3	38025
42907	3	47205
42994	3	46332
43148	3	36162
43148	3	41791
43148	3	46858
43148	3	47058
43149	3	69621
43570	3	36151
43917	3	42811
44163	3	38145
44181	3	36316
44181	3	38090
44334	3	41717
44334	3	41718
44334	3	41719
44337	3	70967
44337	3	47021
44337	3	47358
44640	3	38520
44841	3	45154
44847	3	44643
45030	3	37240
45030	3	42325
45032	3	40601
45032	3	43169
45032	3	69748
45114	3	41554
45264	3	39634
45264	3	43415
45264	3	44838
45264	3	47500
45479	3	44662
45479	3	45260
45663	3	36496
45735	3	38417
45735	3	45736
45762	3	36827
45762	3	42813
45762	3	46132
45778	3	56381
45835	3	36195
45835	3	37242
45835	3	42819
45853	3	37066
45903	3	70797
45903	3	70798
45903	3	69885
45903	3	69622
45903	3	68263
45903	3	68296
45903	3	68386
45903	3	69623
45903	3	70799
45903	3	69882
45903	3	68693
45903	3	70802
45903	3	68388
46083	3	36256
46083	3	36939
46083	3	37223
46083	3	37409
46083	3	37413
46083	3	39000
46083	3	40515
46083	3	40574
46083	3	41214
46083	3	41563
46083	3	42132
46083	3	43491
46083	3	43766
46083	3	46179
46083	3	47057
46083	3	47173
46128	3	39737
46133	3	46334
46154	3	44545
46330	3	36411
46330	3	43251
46330	3	46151
46330	3	46333
46647	3	38306
46647	3	39545
46647	3	45475
46684	3	41277
46684	3	44682
46950	3	37422
46950	3	37629
46950	3	37767
46950	3	38422
46950	3	38568
46950	3	38601
46950	3	39473
46950	3	40900
46950	3	41510
46950	3	42280
46950	3	42936
46950	3	43094
46950	3	43235
46950	3	43905
46950	3	45710
46950	3	46951
46950	3	46952
46950	3	46953
46950	3	46954
46950	3	46955
46950	3	46956
46950	3	46957
46950	3	46958
46950	3	46959
46950	3	46960
46950	3	46961
46950	3	46962
46950	3	46963
46950	3	47538
47065	3	42397
47065	3	42576
47162	3	69686
47162	3	69322
47566	3	46648
54083	3	54077
54083	3	54078
54083	3	54079
56090	3	56144
56143	3	56145
56151	3	56669
56195	3	56197
56236	3	56237
56236	3	56238
56236	3	56250
56236	3	56252
56236	3	56251
56324	3	56571
56324	3	56630
56324	3	56557
56324	3	56634
56324	3	56633
56324	3	56640
56324	3	56554
56324	3	56530
56324	3	56548
56324	3	56544
56324	3	56527
56324	3	56553
56324	3	56542
56324	3	56526
56324	3	56562
56324	3	56564
56324	3	56555
56324	3	56540
56324	3	56638
56324	3	56537
56324	3	56642
56324	3	56535
56324	3	56541
56324	3	56639
56324	3	56538
56324	3	56643
56324	3	56536
56324	3	56550
56324	3	56551
56324	3	56545
56324	3	56556
56324	3	56570
56324	3	56559
56324	3	56532
56324	3	56533
56324	3	56637
56324	3	56552
56324	3	56635
56324	3	56528
56324	3	56569
56324	3	56566
56324	3	56568
56324	3	56567
56324	3	56560
56324	3	56561
56324	3	56543
56324	3	56529
56324	3	56558
56324	3	56631
56324	3	56547
56324	3	56546
56324	3	56594
56324	3	56534
56324	3	56549
56324	3	56632
56324	3	56636
56324	3	56641
56324	3	56565
56324	3	56563
56349	3	56609
56393	3	56394
56412	3	61197
56412	3	61198
56412	3	61199
56466	3	56467
56517	3	56521
56517	3	56522
56517	3	56523
56517	3	56616
56517	3	56651
56517	3	56610
56517	3	56646
56517	3	56524
56517	3	56652
56517	3	56608
56517	3	56673
56517	3	56607
56517	3	56606
56517	3	56605
56517	3	56670
56525	3	56602
56525	3	56599
56525	3	56598
56525	3	56601
56525	3	56603
56525	3	56600
56525	3	56597
56572	3	56587
56572	3	56593
56572	3	56585
56572	3	56579
56572	3	56577
56572	3	56576
56572	3	56578
56572	3	56573
56572	3	56584
56572	3	56586
56572	3	56590
56572	3	56574
56572	3	56580
56572	3	56582
56572	3	56588
56572	3	56591
56572	3	56575
56572	3	56581
56572	3	56583
56572	3	56589
56572	3	56592
56604	3	56596
56612	3	56585
56613	3	56570
56613	3	56569
56613	3	56568
56613	3	56567
56617	3	56619
56617	3	56620
56617	3	56621
56617	3	56622
56617	3	56623
56617	3	56626
56617	3	56627
56624	3	56625
56627	3	56628
56647	3	56648
56649	3	56650
56655	3	57517
56655	3	56658
56660	3	56667
56660	3	56666
56660	3	56661
56660	3	56668
56661	3	56664
56661	3	56662
56661	3	56663
56661	3	56665
56701	3	56702
56725	3	56724
56782	3	56118
56857	3	56861
56897	3	56898
56913	3	56914
56935	3	58188
57034	3	57036
57202	3	57203
57204	3	57205
57213	3	57214
57213	3	57215
57213	3	57216
57213	3	57217
57213	3	57218
57213	3	57219
57257	3	57258
57259	3	57262
57259	3	57260
57259	3	57261
57595	3	57596
57599	3	57601
57615	3	57607
57615	3	57608
57674	3	78841
58067	3	58093
58067	3	58091
58067	3	58090
58067	3	58092
58067	3	58094
58086	3	58087
58180	3	58182
58281	3	58283
58281	3	58282
58305	3	57035
58308	3	58323
58315	3	58324
58315	3	58325
58315	3	58326
58318	3	58319
58318	3	58327
58320	3	58321
58320	3	58322
58909	3	58910
59854	3	59855
59854	3	59856
59862	3	59866
59862	3	59868
59862	3	59872
59865	3	59870
59900	3	59901
59943	3	59944
59943	3	59945
60461	3	60466
60563	3	60564
60613	3	60614
60840	3	60841
60844	3	60845
60859	3	60860
60871	3	60873
60943	3	60947
60970	3	60973
61226	3	61347
61226	3	61348
61320	3	61322
61320	3	61323
61358	3	103881
61407	3	61404
61580	3	61460
65336	3	65474
65336	3	67885
65381	3	72112
65381	3	72143
65381	3	72225
65431	3	65506
65431	3	65507
65483	3	65485
65615	3	65702
65619	3	65656
65619	3	65735
65757	3	67257
66109	3	66106
66311	3	68955
66329	3	68216
66348	3	69832
66454	3	65681
66454	3	65682
66559	3	67891
66559	3	67892
66559	3	67895
66559	3	67896
66559	3	67897
66559	3	67898
66629	3	65678
66637	3	66639
66637	3	66638
66692	3	66366
66717	3	67326
66832	3	71969
66954	3	66955
67028	3	67131
67028	3	67132
67155	3	67157
67155	3	67156
67178	3	36117
67178	3	36399
67178	3	42758
67178	3	46947
67290	3	69332
67347	3	69968
67347	3	70340
67347	3	70775
67347	3	70677
67422	3	67876
67422	3	67882
67444	3	65711
67444	3	65621
67444	3	65622
67444	3	65623
67444	3	65625
67444	3	65626
67444	3	65628
67444	3	65629
67444	3	65630
67444	3	65632
67444	3	65633
67444	3	65635
67444	3	65636
67444	3	65627
67444	3	65631
67444	3	65634
67444	3	65624
67444	3	65637
67444	3	65638
67444	3	65639
67444	3	65640
67444	3	65641
67444	3	65642
67444	3	65643
67444	3	65644
67444	3	65645
67444	3	65646
67444	3	65647
67444	3	65648
67444	3	65649
67444	3	65650
67444	3	65651
67444	3	65652
67444	3	65653
67444	3	65654
67444	3	65655
67444	3	65657
67444	3	65658
67444	3	65659
67444	3	65661
67444	3	65660
67444	3	65662
67444	3	65663
67444	3	65664
67444	3	65665
67444	3	65666
67444	3	65667
67444	3	65668
67444	3	65669
67444	3	65670
67444	3	65671
67444	3	65672
67444	3	65673
67444	3	65674
67444	3	65675
67444	3	65676
67444	3	65677
67444	3	65678
67444	3	65680
67444	3	65683
67444	3	65684
67444	3	65685
67444	3	65686
67444	3	65687
67444	3	65688
67444	3	65689
67444	3	65690
67444	3	65691
67444	3	65692
67444	3	65693
67444	3	65694
67444	3	65695
67444	3	65696
67444	3	65697
67444	3	65699
67444	3	65698
67444	3	65700
67444	3	65701
67444	3	65703
67444	3	65704
67444	3	65705
67444	3	65706
67444	3	65707
67444	3	65712
67444	3	65709
67444	3	65708
67444	3	65710
67444	3	65713
67444	3	65714
67444	3	65715
67444	3	65716
67444	3	65717
67444	3	65718
67444	3	65719
67444	3	65720
67444	3	65721
67444	3	65722
67444	3	65723
67444	3	65724
67444	3	65725
67444	3	65726
67444	3	65727
67444	3	65728
67444	3	65729
67444	3	65730
67444	3	65731
67444	3	65732
67444	3	65733
67444	3	65734
67528	3	67529
67805	3	65625
67894	3	67890
67914	3	70229
67914	3	69735
67914	3	69736
67926	3	70473
67926	3	70545
67939	3	67928
67939	3	67940
67942	3	68913
67953	3	68903
67953	3	70776
67959	3	68917
67980	3	67981
67983	3	71043
67983	3	71042
67983	3	71044
67983	3	71045
67983	3	71046
67983	3	71047
67983	3	71048
67983	3	71049
67983	3	71050
67983	3	71051
67983	3	71052
67983	3	71053
67983	3	71054
67983	3	71055
67983	3	71056
67983	3	71057
67983	3	71058
67983	3	71059
67983	3	71060
67983	3	71061
67983	3	71062
67983	3	71063
67983	3	71064
67983	3	71065
67983	3	71066
67983	3	71067
67983	3	71068
67983	3	71069
67983	3	71071
67983	3	71072
67983	3	71073
67983	3	71074
67983	3	71075
67983	3	71076
67986	3	67987
67986	3	67988
68000	3	69047
68001	3	68002
68001	3	68114
68001	3	68767
68014	3	72031
68014	3	68622
68015	3	68025
68015	3	68026
68028	3	68029
68051	3	69695
68051	3	69129
68051	3	68189
68051	3	69724
68051	3	69711
68051	3	68904
68073	3	69613
68079	3	69191
68079	3	69161
68079	3	69799
68079	3	69708
68079	3	69031
68079	3	70908
68079	3	69055
68079	3	70392
68079	3	71028
68079	3	69763
68079	3	70846
68079	3	69865
68079	3	70365
68079	3	70764
68079	3	69737
68079	3	70872
68079	3	70300
68079	3	70909
68079	3	70472
68079	3	70446
68079	3	70683
68079	3	68885
68079	3	70394
68079	3	68959
68079	3	69564
68079	3	69971
68079	3	69344
68079	3	70110
68079	3	69274
68079	3	69160
68079	3	70382
68079	3	70910
68079	3	69972
68079	3	69840
68079	3	69829
68079	3	70224
68079	3	69738
68079	3	70751
68079	3	70080
68079	3	70551
68079	3	69867
68079	3	69823
68079	3	68919
68079	3	70474
68079	3	70652
68079	3	69800
68079	3	69793
68079	3	69430
68079	3	69759
68079	3	70319
68079	3	69378
68079	3	69011
68079	3	70356
68079	3	69813
68079	3	70753
68079	3	70912
68079	3	70980
68079	3	70073
68079	3	69580
68079	3	69581
68079	3	70020
68079	3	69176
68079	3	70476
68079	3	70477
68079	3	70730
68079	3	70813
68079	3	70436
68079	3	69630
68079	3	70031
68079	3	68887
68079	3	70217
68079	3	69356
68079	3	69346
68079	3	69205
68079	3	69887
68079	3	70142
68079	3	69399
68079	3	69207
68079	3	69194
68079	3	69195
68079	3	69347
68079	3	69888
68079	3	70510
68079	3	69635
68079	3	69362
68079	3	69636
68079	3	69142
68079	3	70913
68079	3	69565
68079	3	70780
68079	3	71041
68079	3	70948
68079	3	70400
68079	3	70128
68079	3	69336
68079	3	70320
68079	3	69431
68079	3	69013
68079	3	70121
68079	3	70663
68079	3	69632
68079	3	70754
68079	3	69052
68079	3	69053
68079	3	69890
68079	3	70207
68079	3	70321
68079	3	69015
68079	3	70064
68079	3	71001
68079	3	70122
68079	3	70608
68079	3	69566
68079	3	70890
68079	3	70834
68079	3	70900
68079	3	70251
68079	3	69196
68079	3	69765
68079	3	70225
68079	3	70282
68079	3	70879
68079	3	70587
68079	3	69057
68079	3	69559
68079	3	68974
68079	3	70081
68079	3	70478
68079	3	70849
68079	3	71016
68079	3	69058
68079	3	69059
68079	3	70982
68079	3	70848
68079	3	69206
68079	3	69046
68079	3	70505
68079	3	68867
68079	3	70553
68079	3	68961
68079	3	69401
68079	3	68889
68079	3	70322
68079	3	68921
68079	3	69273
68079	3	69698
68079	3	70915
68079	3	69150
68079	3	69642
68079	3	70129
68079	3	69367
68079	3	69061
68079	3	71017
68079	3	69583
68079	3	70130
68079	3	68984
68079	3	70916
68079	3	70269
68079	3	70607
68079	3	70851
68079	3	70588
68079	3	69758
68079	3	69275
68079	3	70684
68079	3	69894
68079	3	70283
68079	3	70284
68079	3	68929
68079	3	70368
68079	3	70280
68079	3	69197
68079	3	68943
68079	3	69198
68079	3	70413
68079	3	69417
68079	3	70697
68079	3	69062
68079	3	70210
68079	3	70835
68079	3	68882
68079	3	69208
68079	3	69821
68079	3	70383
68079	3	69974
68079	3	70918
68079	3	69283
68079	3	70875
68079	3	69247
68079	3	69209
68079	3	70865
68079	3	70598
68079	3	70096
68079	3	70844
68079	3	69350
68079	3	70066
68079	3	69387
68079	3	70685
68079	3	70527
68079	3	70599
68079	3	70919
68079	3	69210
68079	3	70480
68079	3	69855
68079	3	70384
68079	3	69699
68079	3	70922
68079	3	70600
68079	3	70131
68079	3	70357
68079	3	69365
68079	3	69567
68079	3	69741
68079	3	69713
68079	3	69643
68079	3	69022
68079	3	69314
68079	3	69184
68079	3	69585
68079	3	70323
68079	3	70686
68079	3	69546
68079	3	70992
68079	3	70838
68079	3	70839
68079	3	69896
68079	3	70227
68079	3	69063
68079	3	68976
68079	3	69107
68079	3	69231
68079	3	70410
68079	3	71026
68079	3	70364
68079	3	70398
68079	3	69211
68079	3	69212
68079	3	69457
68079	3	68912
68079	3	68987
68079	3	69213
68079	3	70203
68079	3	69324
68079	3	68874
68079	3	69342
68079	3	69064
68079	3	69852
68079	3	71025
68079	3	71029
68079	3	69001
68079	3	70258
68079	3	69006
68079	3	70923
68079	3	68898
68079	3	69628
68079	3	70984
68079	3	70439
68079	3	70097
68079	3	69764
68079	3	70087
68079	3	70001
68079	3	70720
68079	3	69549
68079	3	69802
68079	3	70399
68079	3	70401
68079	3	69760
68079	3	70530
68079	3	69325
68079	3	70183
68079	3	70324
68079	3	70755
68079	3	70408
68079	3	69584
68079	3	70208
68079	3	70228
68079	3	69023
68079	3	68877
68079	3	68954
68079	3	70722
68079	3	70619
68079	3	70099
68079	3	70132
68079	3	70088
68079	3	70273
68079	3	70239
68079	3	69814
68079	3	70230
68079	3	70285
68079	3	70209
68079	3	69815
68079	3	69870
68079	3	69854
68079	3	70271
68079	3	70904
68079	3	69850
68079	3	69761
68079	3	70035
68079	3	69957
68079	3	70231
68079	3	70002
68079	3	69851
68079	3	69368
68079	3	70089
68079	3	70100
68079	3	69610
68079	3	68982
68079	3	70924
68079	3	70742
68079	3	70359
68079	3	69897
68079	3	69638
68079	3	69639
68079	3	69977
68079	3	69199
68079	3	70325
68079	3	69065
68079	3	70627
68079	3	69568
68079	3	70268
68079	3	69898
68079	3	69586
68079	3	69700
68079	3	69547
68079	3	69629
68079	3	68899
68079	3	70133
68079	3	70326
68079	3	70481
68079	3	70482
68079	3	70628
68079	3	70925
68079	3	69214
68079	3	70134
68079	3	69025
68079	3	69766
68079	3	69183
68079	3	68985
68079	3	68986
68079	3	69744
68079	3	70957
68079	3	69899
68079	3	70554
68079	3	70090
68079	3	70327
68079	3	69182
68079	3	70747
68079	3	69627
68079	3	68935
68079	3	69215
68079	3	71018
68079	3	71019
68079	3	70067
68079	3	69900
68079	3	69801
68079	3	69066
68079	3	68878
68079	3	69067
68079	3	70371
68079	3	69794
68079	3	69014
68079	3	70181
68079	3	70905
68079	3	69742
68079	3	69050
68079	3	70456
68079	3	69352
68079	3	69068
68079	3	70533
68079	3	70534
68079	3	69369
68079	3	70995
68079	3	70700
68079	3	70440
68079	3	69871
68079	3	69123
68079	3	69070
68079	3	69468
68079	3	70986
68079	3	68922
68079	3	69816
68079	3	68936
68079	3	71030
68079	3	69762
68079	3	69216
68079	3	70241
68079	3	70372
68079	3	69276
68079	3	69767
68079	3	69304
68079	3	69842
68079	3	69856
68079	3	69843
68079	3	69848
68079	3	69872
68079	3	70242
68079	3	69569
68079	3	68988
68079	3	69901
68079	3	68990
68079	3	68989
68079	3	69902
68079	3	69351
68079	3	69587
68079	3	70513
68079	3	70639
68079	3	70784
68079	3	70757
68079	3	69640
68079	3	69725
68079	3	70886
68079	3	70955
68079	3	70816
68079	3	67975
68079	3	69903
68079	3	69975
68079	3	69830
68079	3	70238
68079	3	70956
68079	3	69680
68079	3	70243
68079	3	70250
68079	3	69217
68079	3	70346
68079	3	70485
68079	3	69072
68079	3	70286
68079	3	70929
68079	3	70739
68079	3	70348
68079	3	69844
68079	3	70252
68079	3	68888
68079	3	69073
68079	3	70535
68079	3	69904
68079	3	69845
68079	3	69588
68079	3	69143
68079	3	70068
68079	3	70328
68079	3	69631
68079	3	69393
68079	3	69383
68079	3	70162
68079	3	70987
68079	3	70487
68079	3	70759
68079	3	69284
68079	3	70591
68079	3	70402
68079	3	70244
68079	3	69809
68079	3	70101
68079	3	70880
68079	3	69819
68079	3	70259
68079	3	69374
68079	3	70881
68079	3	70931
68079	3	68930
68079	3	69341
68079	3	70347
68079	3	70868
68079	3	70647
68079	3	70144
68079	3	70958
68079	3	69641
68079	3	69218
68079	3	70942
68079	3	69074
68079	3	70507
68079	3	68963
68079	3	70004
68079	3	70123
68079	3	69807
68079	3	70996
68079	3	69803
68079	3	70102
68079	3	69644
68079	3	69590
68079	3	70743
68079	3	69905
68079	3	69589
68079	3	70489
68079	3	70959
68079	3	70817
68079	3	70592
68079	3	68923
68079	3	69219
68079	3	70245
68079	3	69976
68079	3	69443
68079	3	70725
68079	3	70679
68079	3	69768
68079	3	69548
68079	3	69330
68079	3	70311
68079	3	70933
68079	3	70491
68079	3	70492
68079	3	70493
68079	3	70495
68079	3	69117
68079	3	69076
68079	3	69038
68079	3	70329
68079	3	70498
68079	3	69041
68079	3	70500
68079	3	69576
68079	3	69106
68079	3	69114
68079	3	69591
68079	3	69592
68079	3	69593
68079	3	69594
68079	3	69595
68079	3	69596
68079	3	69597
68079	3	69853
68079	3	69414
68079	3	70246
68079	3	70403
68079	3	69471
68079	3	70556
68079	3	70011
68079	3	70818
68079	3	70882
68079	3	70973
68079	3	70287
68079	3	69795
68079	3	70145
68079	3	70330
68079	3	70385
68079	3	68991
68079	3	69645
68079	3	68992
68079	3	69804
68079	3	70640
68079	3	70614
68079	3	70897
68079	3	70247
68079	3	69312
68079	3	69016
68079	3	69200
68079	3	70386
68079	3	70604
68079	3	70218
68079	3	69277
68079	3	69418
68079	3	70974
68079	3	70727
68079	3	70669
68079	3	70540
68079	3	70541
68079	3	70240
68079	3	69177
68079	3	69906
68079	3	69220
68079	3	69577
68079	3	69460
68079	3	69747
68079	3	70012
68079	3	69727
68079	3	70819
68079	3	69375
68079	3	70373
68079	3	69805
68079	3	70184
68079	3	70975
68079	3	70003
68079	3	69005
68079	3	70185
68079	3	68993
68079	3	69958
68079	3	70543
68079	3	69248
68079	3	69080
68079	3	70374
68079	3	70070
68079	3	68994
68079	3	70010
68079	3	70264
68079	3	69323
68079	3	68964
68079	3	69079
68079	3	69973
68079	3	69745
68079	3	69286
68079	3	69289
68079	3	69987
68079	3	69461
68079	3	68995
68079	3	69082
68079	3	70047
68079	3	70853
68079	3	70331
68079	3	69081
68079	3	69907
68079	3	69908
68079	3	69909
68079	3	69857
68079	3	69858
68079	3	69859
68079	3	69389
68079	3	69178
68079	3	69285
68079	3	70461
68079	3	70862
68079	3	69376
68079	3	69083
68079	3	70248
68079	3	69185
68079	3	69827
68079	3	69806
68079	3	70820
68079	3	69833
68079	3	69978
68079	3	71020
68079	3	70338
68079	3	68965
68079	3	69436
68079	3	68931
68079	3	71012
68079	3	69394
68079	3	69084
68079	3	69396
68079	3	69911
68079	3	68924
68079	3	69085
68079	3	68966
68079	3	70960
68079	3	70253
68079	3	70249
68079	3	70938
68079	3	70515
68079	3	69702
68079	3	69201
68079	3	70988
68079	3	70623
68079	3	70939
68079	3	69221
68079	3	70519
68079	3	69648
68079	3	69463
68079	3	70841
68079	3	70670
68079	3	69649
68079	3	70135
68079	3	68997
68079	3	69222
68079	3	68998
68079	3	70288
68079	3	69846
68079	3	70854
68079	3	70136
68079	3	70333
68079	3	70091
68079	3	70033
68079	3	70360
68081	3	70660
68081	3	69616
68081	3	70787
68081	3	70793
68081	3	70794
68081	3	70483
68081	3	70494
68081	3	70800
68081	3	70795
68081	3	69617
68081	3	70801
68081	3	69618
68081	3	69193
68081	3	69619
68090	3	68983
68096	3	70785
68096	3	70786
68096	3	69615
68096	3	70789
68096	3	70804
68096	3	70805
68096	3	69620
68104	3	68735
68106	3	69116
68120	3	68905
68120	3	69476
68120	3	69551
68120	3	69128
68120	3	69731
68120	3	68945
68120	3	69018
68120	3	69104
68120	3	69135
68120	3	69166
68120	3	69112
68120	3	69229
68120	3	69397
68120	3	69242
68120	3	69959
68120	3	69110
68120	3	69784
68120	3	69301
68120	3	69121
68120	3	69520
68120	3	70043
68120	3	70049
68120	3	69512
68120	3	70054
68120	3	69503
68120	3	69524
68120	3	70079
68120	3	70105
68120	3	69538
68120	3	70119
68120	3	70219
68120	3	70234
68120	3	70149
68120	3	70155
68120	3	70157
68120	3	70169
68120	3	70175
68120	3	70191
68120	3	70199
68120	3	70221
68120	3	68952
68120	3	70379
68120	3	69132
68120	3	70390
68120	3	70305
68120	3	69518
68120	3	70276
68120	3	71009
68121	3	69650
68121	3	69651
68121	3	69652
68121	3	69653
68121	3	69655
68121	3	69663
68121	3	69656
68121	3	69657
68121	3	69658
68121	3	69660
68121	3	69614
68121	3	69661
68121	3	69667
68121	3	69668
68121	3	69676
68121	3	69679
68121	3	69669
68121	3	69662
68121	3	69678
68121	3	69673
68121	3	69684
68121	3	69665
68121	3	69677
68142	3	70013
68155	3	69425
68155	3	69579
68155	3	70171
68155	3	70332
68155	3	69267
68155	3	69272
68155	3	69287
68155	3	70334
68155	3	70335
68155	3	70343
68155	3	70037
68155	3	69707
68155	3	70344
68155	3	69611
68155	3	69712
68155	3	70632
68155	3	70075
68155	3	69506
68155	3	69493
68155	3	69447
68155	3	69448
68155	3	69224
68155	3	69372
68155	3	70038
68155	3	70039
68155	3	70040
68155	3	69473
68157	3	70520
68159	3	70524
68159	3	70803
68164	3	69880
68164	3	69881
68164	3	70460
68164	3	69626
68183	3	69733
68183	3	70387
68183	3	69808
68183	3	69333
68183	3	70220
68188	3	68895
68190	3	70056
68190	3	70222
68190	3	69721
68271	3	67927
68271	3	67938
68277	3	67929
68277	3	67920
68277	3	67921
68277	3	69293
68277	3	69828
68277	3	69542
68277	3	69824
68277	3	67969
68277	3	67971
68277	3	68910
68277	3	68415
68277	3	71037
68277	3	67974
68277	3	70631
68277	3	69145
68277	3	69225
68277	3	69598
68277	3	69334
68277	3	69704
68277	3	68864
68277	3	68902
68277	3	70432
68277	3	68056
68277	3	69825
68277	3	70226
68277	3	68101
68277	3	70278
68277	3	70423
68277	3	69654
68277	3	69138
68277	3	70433
68277	3	69420
68277	3	70425
68277	3	70281
68277	3	68220
68277	3	68860
68277	3	69671
68277	3	70415
68277	3	69810
68277	3	68236
68277	3	69278
68277	3	70235
68277	3	69299
68277	3	68238
68277	3	69009
68277	3	69980
68277	3	69981
68277	3	68865
68277	3	70336
68277	3	69305
68277	3	69875
68277	3	69307
68277	3	69308
68277	3	69965
68277	3	69775
68277	3	70420
68277	3	69796
68277	3	70187
68277	3	69753
68277	3	70293
68277	3	68879
68277	3	70404
68277	3	70389
68277	3	69328
68277	3	69329
68277	3	69755
68277	3	69245
68277	3	70094
